ID,item_cnt_month
231,0.493267409
232,0.11205301
233,0.291206124
234,0.125563105
235,0.13039233
236,0.284559666
237,0.428056128
238,0.361320444
239,0.251592224
240,0.420653885
241,0.116171431
242,0.181554896
243,2.448420096
244,0.31140249
245,0.252197421
246,1.365647183
247,0.544905032
248,0.441345032
249,0.152719353
250,0.676009092
251,0.288513791
252,0.320788008
253,0.881264344
254,0.398779586
255,4.388521532
256,0.398428888
257,0.200099771
258,0.272368194
259,0.174434075
260,0.12286256
261,0.146772711
262,0.215881299
263,0.092100747
264,0.140880693
265,0.505040828
266,0.118180555
267,0.201552238
268,0.290541496
269,0.21798933
270,0.783642931
271,0.191211848
272,0.159394226
273,0.795671169
274,13.16878631
275,0.165275451
276,0.205457564
277,0.873197379
278,0.306474195
279,0.354772939
280,0.219531701
281,0.154634175
282,0.16229971
283,0.480228077
284,0.284577038
285,0.194332833
286,0.158598375
287,0.574252341
288,0.169833056
289,0.272619905
290,0.124617431
291,0.196608244
292,0.314455953
293,0.136209646
294,0.567751225
295,0.707985549
296,0.267522786
297,0.267384826
298,0
299,0.286293542
300,0.175977927
301,0.554960477
302,0.801429072
303,0.520553622
304,0.149766158
305,0.116074788
306,0.215325021
307,0.188334323
308,0.194683933
309,0.445008722
310,0.401893952
311,0.417903814
312,0.526150553
313,0.2251539
314,0.09906578
315,0.57927195
316,0.253011682
317,1.874159521
318,0.123417364
319,0.189506883
320,0.344396188
321,0.112562179
322,0.432770715
323,0.148762215
324,0.373027154
325,0.361406658
326,0.202123094
327,0.23436796
328,0.247344306
329,0.234185815
330,0.205617687
331,0.202109478
332,0.146784311
333,0.225791909
334,0.575909676
335,0.221786373
336,0.229590751
337,0.464820494
338,0.202524057
339,0.43213045
340,0.122897282
341,0.181961706
342,0.366484408
343,0.601038512
344,0.164163143
345,0.116245513
346,2.876874005
347,2.313729511
348,0.116782875
349,0.334237049
350,0.207601449
351,0.422600825
352,0.130069239
353,0.162636499
354,0.355278105
355,0.391664219
356,0.468162672
357,0.938090966
358,0.286061092
359,0.442355747
360,0.481138
361,2.952640549
362,0.646549798
363,0.898347874
364,0.624691904
365,0.451391829
366,0.366484408
367,0.116074788
368,0.155353524
369,0.404705203
370,0.310452677
371,0.721335707
372,0.644530214
373,0.392121832
374,0.835661498
375,1.5219201
376,0.454517744
377,0.210098604
378,0.337247247
379,0.229368732
380,2.255276421
381,0.383195693
382,0.381459485
383,0.252252489
384,1.006664298
385,0.23030172
386,0.394493985
387,0.478729157
388,0.161882642
389,0.112562179
390,0.124670144
391,0.15472412
392,0.187749287
393,0.469616001
394,0.263058395
395,0.087739535
396,1.435532821
397,0.680249086
398,0.137620741
399,0.277082681
400,0.337052023
401,0.255158345
402,1.61163729
403,2.334126044
404,0.533907487
405,0.161038379
406,0.277116058
407,0.095167563
408,0.176593866
409,2.83404851
410,0.312948303
411,1.171209806
412,0.286390239
413,0.396942385
414,0.134011489
415,2.335831411
416,0.662177741
417,2.83404851
418,1.695438323
419,0.311150559
420,0.345768516
421,1.482298607
422,0.385347397
423,0.797680252
424,0.235149923
425,0.240119045
426,2.773371369
427,0.390908083
428,1.016383472
429,0.412071503
430,0.771304693
431,0.555521473
432,0.112562179
433,0.222928849
434,0.164589681
435,0.811989785
436,0.112562179
437,0.704240828
438,0.280458448
439,0.418607172
440,0.222923103
441,0.279612353
442,0.495975483
443,0.205703771
444,0.268750054
445,0.512281163
446,0.305723189
447,0.256776383
448,0.281642984
449,0.454290511
450,0.260229447
451,0.223296089
452,0.25373046
453,0.264754026
454,0.411986727
455,0.205308013
456,0.398324483
457,0.105693862
458,0.971562243
459,0.681082754
460,20
461,0.746377277
462,0.328285995
463,0.34647046
464,0.355209621
465,0.404474441
466,0.252605995
467,0.367891983
468,0.269314273
469,0.210686624
470,0.248283591
471,0.124260439
472,0.136919347
473,0.119023359
474,0.756490622
475,0.911523719
476,0.109447717
477,0.134812305
478,0.082051902
479,0.226665436
480,0.242537387
481,0.242537387
482,0.135506035
483,0.229274467
484,0.528304827
485,0.315520673
486,0.442839972
487,0.241723923
488,0.188382988
489,1.689335681
490,0.22342185
491,0.242537387
492,0.432711856
493,0
494,0.322884235
495,0.14043053
496,0.142888465
497,4.388974907
498,3.818865628
499,0.552794814
500,2.9636246
501,0.418431719
502,0.386770493
503,0.124590145
504,0.68386108
505,0.737253036
506,0.886894246
507,0.13880763
508,0.680040244
509,0.300188701
510,0.219328021
511,0.143467664
512,0.167670417
513,0.313733565
514,0.16178184
515,2.661650277
516,0.206535196
517,0.450785716
518,0.713428868
519,0.560078087
520,0.479204739
521,0.274095082
522,0.711900478
523,1.072117379
524,0.233417224
525,0.631303874
526,0.193947649
527,0.174345397
528,0.107186326
529,0.112562179
530,0.583932869
531,0.41246201
532,0.14376296
533,0.14210425
534,0.103499163
535,0.119978166
536,2.83404851
537,0.135386801
538,0.28300491
539,0.162104959
540,0.870928919
541,2.83404851
542,0.221874925
543,0.216634073
544,0.15394149
545,0.135612073
546,0.273403207
547,0.188218912
548,0.220449752
549,0.131218818
550,0.263266881
551,0.413118273
552,0.556455047
553,0.16743669
554,0.095741628
555,0.420114392
556,0.158227122
557,0.278656658
558,0.103499163
559,0.259188561
560,0.200856794
561,0.958504002
562,0.152398131
563,0.133298303
564,0.08287299
565,0.13468395
566,0.172161602
567,0.180465986
568,0.330555537
569,0.160294296
570,0.318600558
571,0.31977678
572,0.760345765
573,0.188815168
574,0.100110547
575,0.209584235
576,0.252431123
577,0.313733565
578,3.289751265
579,0.282037707
580,0.080002952
581,0.080002952
582,0.081031776
583,0.080002952
584,0.522904761
585,0.139786815
586,0.132911934
587,0.774589377
588,2.294647913
589,0.441093289
590,1.138005681
591,0.531624469
592,2.401475984
593,0.140628904
594,0.175387662
595,0.21038255
596,0.178991761
597,0.120719909
598,0.125638661
599,0.152741021
600,0.150549624
601,0.240624782
602,0.093502947
603,0.091262209
604,0.172386626
605,0.112562179
606,0.155901297
607,0.294620216
608,0.152719353
609,0.464194571
610,0.484052501
611,0.618721298
612,0.294157869
613,0.294157869
614,0.093828721
615,0.779589303
616,1.047801637
617,0.465683131
618,0.427977105
619,0.151840941
620,0.28296546
621,2.9636246
622,1.160532098
623,0.56008566
624,0.415928247
625,0.255424681
626,0.427142376
627,0.188459591
628,0.14538479
629,0.208668591
630,0.165271822
631,0.084734249
632,0.297735752
633,0.19863791
634,0.432533566
635,0.228871102
636,0.312248129
637,0.231337987
638,0.190822091
639,0.159724992
640,0.456867207
641,0.781307199
642,0.240899582
643,0.147189373
644,0.120949581
645,0.312650701
646,0.520101787
647,0.107220412
648,0.10165356
649,0.329216861
650,0.217896991
651,0.833555257
652,0.473477944
653,0.149608635
654,0.304084792
655,0.340179305
656,0.451813868
657,0.123085935
658,0.091072832
659,0.187734313
660,0.343385421
661,0.2031826
662,0.084734249
663,0.7123176
664,0.18428397
665,0.437348226
666,0.152221257
667,0.30999628
668,0.784924205
669,0.423931223
670,0.08804252
671,0.186703576
672,0.146142477
673,0.456610319
674,0.164660645
675,0.213908874
676,0.557315016
677,0.553768829
678,0.355370875
679,0.314713323
680,0.133503909
681,0.153373703
682,0.193203337
683,0.684191918
684,0.785848762
685,0.537459112
686,0.551516196
687,0.713015542
688,0.212491587
689,0.202109478
690,0.122289835
691,0.158741334
692,0.165510687
693,0.162328739
694,0.14162734
695,0.598187205
696,0.263058395
697,0.180544305
698,0.237036911
699,0.438323021
700,1.614926636
701,0.263058395
702,1.135470966
703,1.079260937
704,0.119942585
705,0.304473501
706,0.112562179
707,0.137716371
708,0.244583501
709,1.602760456
710,0.349510119
711,0.288817645
712,0.137116165
713,0.500112407
714,0.282827187
715,0.137711713
716,0.271376786
717,0.170859147
718,0.091555514
719,0.345456102
720,0.141519636
721,0.37790597
722,0.277971532
723,1.397877794
724,0.146541165
725,0.352811699
726,0.601001975
727,1.106809745
728,0.263058395
729,0.944817874
730,0.146784311
731,0.119854765
732,0.871125354
733,0.366484408
734,0.968894992
735,0.180562863
736,0.413120644
737,0.358122562
738,0.260905781
739,0.200273031
740,0.192294
741,0.139485745
742,0.156234241
743,0.567176949
744,0.548983579
745,0.460595336
746,0.461256234
747,0.499551465
748,0.500852108
749,0.267970352
750,0.248531423
751,0.103773526
752,0.349575493
753,0.195124053
754,1.266465768
755,0.451050641
756,0.115533589
757,0.24723757
758,0.107547374
759,0.209605142
760,0.702581546
761,0.253308274
762,0.244460431
763,1.77636317
764,0.283877043
765,0.239643632
766,0.231024746
767,0.477683267
768,0.460661912
769,0.352807962
770,0.428903419
771,0.105463972
772,0.510204693
773,0.254213016
774,0.313197267
775,0.257683515
776,0.410910809
777,0.433645944
778,0.1725496
779,0.296634333
780,0.263058395
781,1.231807981
782,0.669186352
783,0.739312944
784,0.263058395
785,1.423448635
786,1.677255737
787,0.833537334
788,0.333095974
789,0.427647204
790,0.263058395
791,0.263058395
792,0.263058395
793,3.094557325
794,0.263058395
795,0.404417868
796,0.429296355
797,1.003862297
798,0.263058395
799,1.372069869
800,0.273132095
801,0.115355871
802,0.345456102
803,0.366484408
804,0.149135315
805,0.12891363
806,0.417592133
807,0.207361935
808,0.332229589
809,0.111184977
810,0.249052151
811,0.344161601
812,0.314639749
813,0.145492279
814,0.112562179
815,0.315697573
816,0.237261051
817,0
818,0.366484408
819,0.173556992
820,0.259518901
821,0.130932833
822,0.243808384
823,0.323707898
824,0.176623504
825,0.197168086
826,0.204382793
827,0.305637701
828,0.115767211
829,0.169127874
830,0.97032957
831,0.160970818
832,0.098179649
833,0.257173484
834,0.694780361
835,0.182164671
836,0.233289252
837,0.517818668
838,0.455224651
839,0.112562179
840,0.112562179
841,0.200225915
842,0.13733246
843,0.228385254
844,0.339445537
845,0.158598375
846,0.117728175
847,0.294358677
848,0.151969866
849,0.144037076
850,0.171509135
851,0.310452677
852,0.405606169
853,0.228385254
854,0.259797312
855,0.36597075
856,0.437924394
857,0.575441501
858,0.304473501
859,0.43848529
860,0.14912453
861,0.185669216
862,0.446684867
863,0.322825988
864,0.345675252
865,0.489930135
866,0.42004324
867,0.213004837
868,0.732916851
869,0.172074904
870,0.463886734
871,0.183641459
872,0.166644076
873,0.358321856
874,0.365189608
875,0.700247326
876,0.218098612
877,0.147205232
878,0.267108353
879,0.428532068
880,0.146816387
881,1.111017156
882,0.42319789
883,1.230015562
884,0.311579575
885,0.601594707
886,0.227447915
887,0.199775147
888,0.242102798
889,0.269429782
890,0.309858043
891,0.356345818
892,0.320412875
893,0.129053348
894,0.303285053
895,0.162223463
896,0.247344306
897,0.142448186
898,0.271396485
899,0.330189429
900,0.116245513
901,1.170312204
902,0.157588425
903,0.379866835
904,0.582263838
905,0.477787608
906,1.407308602
907,0.328667824
908,0.3015231
909,0.200063649
910,0.216560677
911,0.114893802
912,0.807897476
913,0.331616432
914,0.099556496
915,0.208779962
916,0.211243662
917,0.12286256
918,0.19254385
919,0.369506177
920,0.215121561
921,0.73007389
922,0.148322049
923,0.190700419
924,0.4086233
925,0.233220933
926,0.25466429
927,0.136172019
928,0.400912477
929,0.457647055
930,0.145639951
931,0.182184094
932,0.365526077
933,0.233475805
934,0.257054581
935,0.319738107
936,0.309414739
937,0.299544563
938,0.159852358
939,0.176560122
940,0.152050396
941,0.243248719
942,0.156291988
943,0.442681812
944,0.247761665
945,0.100109552
946,0.154329064
947,0.178406553
948,0.266874048
949,0.245965787
950,0.335338558
951,0.10653169
952,0.121773172
953,0
954,0.215956409
955,0.226172322
956,0.523027848
957,0.120413499
958,0.81109266
959,0.434745098
960,0.393808517
961,0.15482702
962,0.333672013
963,0.14310906
964,0.303880667
965,0.519122114
966,0.289927118
967,0.337691354
968,0.13164381
969,0.211384706
970,0.128890653
971,0.172027005
972,0.128829853
973,0.246618447
974,0.143211491
975,0.103773526
976,0.183336079
977,0.921127924
978,0.416847227
979,1.024154283
980,0.286746491
981,0.285370007
982,0.393463579
983,0.130984369
984,0.140178621
985,0.554774412
986,0.433674726
987,0.381527166
988,0.177738305
989,0.201950311
990,1.011560336
991,0.379330035
992,0.239440866
993,1.734499889
994,0.585719533
995,0.281548431
996,0.168362936
997,0.407823349
998,0.233980706
999,0.13316029
1000,0.834694432
1001,0.318857344
1002,0.728729648
1003,0.226486266
1004,0.234702093
1005,0.241559296
1006,0.134011489
1007,0.152719353
1008,0.589829611
1009,0.240698502
1010,0.158505855
1011,0.331488125
1012,0.414544884
1013,1.478856078
1014,0.420542355
1015,0.519122114
1016,0.088528227
1017,0.112674088
1018,0.159130352
1019,0.428585163
1020,0.22494093
1021,0.373023652
1022,0.119934529
1023,0.17036663
1024,0.509154321
1025,0.203514112
1026,0.448465975
1027,0.403452896
1028,0.161141207
1029,0.191574258
1030,0.161601398
1031,0.603716577
1032,1.204792935
1033,0.684191918
1034,0.649078771
1035,0.234702093
1036,0.313822064
1037,0.96638164
1038,0.229259374
1039,0.147928526
1040,0.419479716
1041,0.293324465
1042,0.591833544
1043,0.200208902
1044,0.332661666
1045,0.17093492
1046,0.398486328
1047,0.309071663
1048,0.123998992
1049,0.333055927
1050,0.336971864
1051,0.318553129
1052,0.663691735
1053,0.355278105
1054,0.276543165
1055,0.280782252
1056,0.284814663
1057,0.40598302
1058,0.148592028
1059,1.260254031
1060,0.213251142
1061,0.366484408
1062,0.105657983
1063,0.15766091
1064,0.442859056
1065,0.163541526
1066,0.200486673
1067,0.31851258
1068,0.1316502
1069,0.278695565
1070,0.204971019
1071,0.10172436
1072,0.137041148
1073,0.250281574
1074,0.229161846
1075,0.231315941
1076,0.320650295
1077,2.394748608
1078,0.547211133
1079,0.871099774
1080,0.126988019
1081,0.380996701
1082,0.121887055
1083,0.29794556
1084,0.17304926
1085,0.218528182
1086,0.15026027
1087,0.581503965
1088,0.71329183
1089,0.512764147
1090,2.236585429
1091,0.494381156
1092,0.666588249
1093,0.131082192
1094,0.174173061
1095,0.155092958
1096,0.419247199
1097,0.307541869
1098,0.985385773
1099,0.270084396
1100,0.216801514
1101,0.22814394
1102,0.261769595
1103,0.679841886
1104,0.927372308
1105,0.177394686
1106,0.312859867
1107,0.442567495
1108,0.11329886
1109,0.39229744
1110,0.234532938
1111,0.102148629
1112,0.358051157
1113,0.210889041
1114,0.217377738
1115,0.18428397
1116,0.155618336
1117,0.084040936
1118,0.103061114
1119,0.168381994
1120,0.317956887
1121,0.164238432
1122,0.187028617
1123,0.265801677
1124,0.253027987
1125,0.169770987
1126,0.231271645
1127,0.14093588
1128,0.207104745
1129,0.185015427
1130,0.17093492
1131,0.312650701
1132,0.712434192
1133,0.12802389
1134,0.158505855
1135,0.153580461
1136,0.197209946
1137,0.831247563
1138,0.345348566
1139,0.164693489
1140,0.368861113
1141,0.139786605
1142,0.412115682
1143,0.122666532
1144,0.166489451
1145,0.302783185
1146,0.173347124
1147,0.368891598
1148,0.143486923
1149,0.210735819
1150,0.76137765
1151,0.312100017
1152,0.094008758
1153,0.221641967
1154,0.443123054
1155,0.25317177
1156,0.184726343
1157,1.729561017
1158,1.473828744
1159,0.274869468
1160,0.155295565
1161,0.327915167
1162,0.215597639
1163,0.123556125
1164,0.117862563
1165,0
1166,0.214036704
1167,0.337161557
1168,0.182669476
1169,0.279749692
1170,0.453268289
1171,0.254178034
1172,0.13718981
1173,0.116074788
1174,0
1175,0
1176,0
1177,0.115672068
1178,0.157101286
1179,0.132515808
1180,0.246156815
1181,0.241248919
1182,0.205466239
1183,0.170289268
1184,0.381091272
1185,0.159617283
1186,0.134640843
1187,0.366484408
1188,0.13164381
1189,1.110747639
1190,0.172457298
1191,0.11711163
1192,0.273823362
1193,0.914983705
1194,0
1195,0.421422845
1196,0.221485141
1197,0.148910204
1198,0.159125125
1199,0.604022564
1200,0.347542084
1201,0.270675119
1202,0.118637662
1203,0.369694775
1204,0.31140249
1205,0.84451642
1206,0.174671714
1207,0.171953326
1208,0.109621574
1209,0.127510039
1210,0.239193993
1211,0.128184166
1212,1.463352417
1213,0.620302255
1214,0.248216681
1215,0.153323978
1216,0.290091917
1217,0.485910953
1218,0.219585984
1219,0.266627586
1220,0.123012683
1221,0.159648427
1222,0.135259452
1223,0.141323484
1224,0.195985991
1225,0.086315583
1226,0.159270754
1227,0.263058395
1228,0.330998982
1229,0.286076845
1230,0.271153994
1231,0.331250993
1232,0.282188749
1233,0.164834734
1234,0.184494
1235,0.375969133
1236,0.323308375
1237,0.242281432
1238,0.263058395
1239,1.231807981
1240,0.158661084
1241,0.300950586
1242,0.212897676
1243,0.372234823
1244,0.164517871
1245,0.150779084
1246,0.51914278
1247,0.301125587
1248,0.195328665
1249,0.205896401
1250,0.204521321
1251,0.122134989
1252,0.116778772
1253,0.236583652
1254,0.391743514
1255,0.215031987
1256,0.453766057
1257,0.147368126
1258,0.130442603
1259,0.323740775
1260,0.344548255
1261,0.202750524
1262,0.152885313
1263,0.151266512
1264,1.071252262
1265,0.342089825
1266,0.176301003
1267,0.664058571
1268,0.179394795
1269,0.206772344
1270,0.247789428
1271,0.192010531
1272,0.141371391
1273,0.234005506
1274,0
1275,0.15199393
1276,0.217253301
1277,0.368891598
1278,0.596118775
1279,0.429779665
1280,0.0989963
1281,0.167417982
1282,0.216687095
1283,0.211667614
1284,0.620510286
1285,0.206882808
1286,0.117340329
1287,0.517723753
1288,0.129154005
1289,0.232691287
1290,0.151841791
1291,0.465627348
1292,0.336616361
1293,0.199151099
1294,0.399850369
1295,0.262438757
1296,0.184499694
1297,0.229611324
1298,0.590299761
1299,0.24132742
1300,0.249627695
1301,0.522410115
1302,0.233914989
1303,0.339332731
1304,0.755411238
1305,0.365745792
1306,0.129959068
1307,0.19429649
1308,0.349172543
1309,0.230971776
1310,0.115355871
1311,0.163173797
1312,0.574585068
1313,0.220114069
1314,0.316746045
1315,0.135584647
1316,0.266595494
1317,0.158505855
1318,0.540668177
1319,0.186177501
1320,0.220408688
1321,0.16868472
1322,0.366484408
1323,0.248558019
1324,0.128334354
1325,0.42530754
1326,0.082878107
1327,0.160409095
1328,0.193643728
1329,0.132126977
1330,0.100910341
1331,0.486935898
1332,0.153117795
1333,1.677828927
1334,0.464923441
1335,0.181966096
1336,0.284494946
1337,0.310647258
1338,0.375839538
1339,0.199065008
1340,0
1341,0
1342,0.222366376
1343,0.098724907
1344,0.090092567
1345,0.093463734
1346,0
1347,0.153840788
1348,0.159527402
1349,0.390383745
1350,0.116074788
1351,0.171307079
1352,0.120413499
1353,0.1926242
1354,0.187181673
1355,0.603043034
1356,0.304335109
1357,0.163097475
1358,0.245469116
1359,0.418001482
1360,0.900430238
1361,0.499760696
1362,0.183081112
1363,0.194934305
1364,0.221627121
1365,0.227115396
1366,0.141429401
1367,0.160348446
1368,0.205108892
1369,0.272522423
1370,0.304473501
1371,0.109556072
1372,0.127615069
1373,0.231256344
1374,0.159491962
1375,0.255045752
1376,0.287433918
1377,0.116074788
1378,0.194679317
1379,0.21296604
1380,0.230347009
1381,0.125203808
1382,0.320281722
1383,0.291120401
1384,0.222800731
1385,0.663578552
1386,0.206210329
1387,0.125645548
1388,0.165675847
1389,0.2572854
1390,0.299903799
1391,0.096358854
1392,0.190132661
1393,0.121079702
1394,0.152515255
1395,0.207620787
1396,0.268141078
1397,0.244620182
1398,0.20172546
1399,0.14266403
1400,0.271754256
1401,0.274392463
1402,0.23399366
1403,0.76837455
1404,0.31140249
1405,0.168362936
1406,0.115355871
1407,0.084315636
1408,0.112562179
1409,0.123556125
1410,0.171495751
1411,0.181572021
1412,0.149738639
1413,0.293173494
1414,0.127859006
1415,0.105693862
1416,0.233654502
1417,0.356985816
1418,0.112562179
1419,0.201791684
1420,0.156538867
1421,0.266203358
1422,0.181796955
1423,0.16109017
1424,0.112562179
1425,0.173177197
1426,0.269895101
1427,0.185688811
1428,0.180512571
1429,0.147188992
1430,0.126816442
1431,0.154885802
1432,0.254508751
1433,0.112562179
1434,0.391664219
1435,0.100719805
1436,0.124022751
1437,0.14568376
1438,0.149083838
1439,0.133876573
1440,0.176576062
1441,0.149438857
1442,0.215826015
1443,0.19618314
1444,0.263058395
1445,0.156679629
1446,0.263058395
1447,0.322093579
1448,0.227221301
1449,0.334787995
1450,0.165354603
1451,0.365280025
1452,0.310120993
1453,0.157898322
1454,0.156409739
1455,0.183095428
1456,0.119863477
1457,0.122233736
1458,0.305860138
1459,0.578910252
1460,0.18030648
1461,0.120632425
1462,0.25198769
1463,0.294005349
1464,0.135560046
1465,0.175098567
1466,0.225220161
1467,0.404412618
1468,0.328373528
1469,0.197782838
1470,0.188698934
1471,0.224721609
1472,0.21470977
1473,0.169923425
1474,0.261606102
1475,0.345845422
1476,0.211762141
1477,0.313494286
1478,0.167702103
1479,0.292729861
1480,0.156339116
1481,0.181598196
1482,0.474349013
1483,0.101877627
1484,0.097354584
1485,0.110593127
1486,0.16954801
1487,0.126432516
1488,0.127120634
1489,0.416150552
1490,0.365280025
1491,0.19074435
1492,0.268366477
1493,0.110593127
1494,0.220068883
1495,0.116074788
1496,0.113194046
1497,1.665034432
1498,0.3611187
1499,0.126525292
1500,0.134978725
1501,0.094113784
1502,0.208654677
1503,0.181563976
1504,0.117340329
1505,0.100719805
1506,0.162506279
1507,0.123361183
1508,0.173771779
1509,0.204952832
1510,0.119329349
1511,0.136883121
1512,0.094008758
1513,0.126036097
1514,0.400078956
1515,0
1516,0.115165414
1517,0.131269379
1518,0.158505855
1519,0.161393117
1520,0.195463003
1521,0.400078956
1522,0.312734881
1523,0.155500054
1524,0.219265509
1525,0.304473501
1526,0.103773526
1527,0.177762759
1528,0.105657983
1529,0.182142726
1530,0.153311034
1531,0.62033523
1532,0.187624467
1533,0.202120395
1534,0.210691045
1535,0.226812768
1536,0.334820953
1537,0.125502969
1538,0.260750333
1539,0.190841549
1540,0.235314242
1541,0.235314242
1542,0.226140903
1543,0.183157997
1544,0.142857086
1545,0.083827378
1546,2.378911902
1547,0.171576613
1548,0.184671554
1549,0.179134546
1550,0.147803321
1551,0.336552654
1552,0.234154186
1553,0.121113561
1554,0
1555,0.225902949
1556,0.177060466
1557,0.171364605
1558,0.182536705
1559,0.086452323
1560,0.143279614
1561,0.185775297
1562,0.128165111
1563,0.250038722
1564,0.411344345
1565,0.193665878
1566,0.250654835
1567,0.13003389
1568,0.155278737
1569,0.09488283
1570,0.262070075
1571,0.278031917
1572,0
1573,0.985385773
1574,0.393091048
1575,0.191358308
1576,0.226140903
1577,0.107644952
1578,0.188879862
1579,0.084419302
1580,0.096564467
1581,0.188871672
1582,0.655702397
1583,0.190182646
1584,0.220967894
1585,0.093043279
1586,0.093043279
1587,0.415567473
1588,0.085000566
1589,0.125995323
1590,0.18428397
1591,0.08287299
1592,0.321223599
1593,0.171000772
1594,0.179672748
1595,0.169579014
1596,0.155952335
1597,0.242537387
1598,0.366484408
1599,0.254178034
1600,0.116074788
1601,0.116074788
1602,0.144995123
1603,0.279156662
1604,0.562676875
1605,0.088333881
1606,0.138768033
1607,0.143032299
1608,0.551283351
1609,0.264981368
1610,0.176229677
1611,0.263058395
1612,0.210459488
1613,0.417755568
1614,0.201047916
1615,0.383643597
1616,0.092999191
1617,0.086780649
1618,0.459197797
1619,0.089035652
1620,0.090747378
1621,0.488320868
1622,0.102574798
1623,0.084089562
1624,0.086280434
1625,0.14724501
1626,0.538912524
1627,0.521511841
1628,0.094008758
1629,0.306880691
1630,0.099756212
1631,0.393130425
1632,0.099958344
1633,0.10653169
1634,0.116209449
1635,0.088489938
1636,0.082464252
1637,0.083741872
1638,0.147697771
1639,8.757076202
1640,0.196382791
1641,0.167977379
1642,0.120776911
1643,0.107952054
1644,0.158505855
1645,0.146518025
1646,0.142051602
1647,0.342764231
1648,0.129260078
1649,0.112464995
1650,0.139198859
1651,0.151368563
1652,0.179296449
1653,0.398124398
1654,0.500922038
1655,0.238644586
1656,0.23730755
1657,0.231323853
1658,0.163336784
1659,0.260682033
1660,0.19040759
1661,0.099493917
1662,0.23436796
1663,0.23436796
1664,0.62146274
1665,0.130192843
1666,0.154977815
1667,0.310452677
1668,0.363009191
1669,0.120034202
1670,0.139903289
1671,0.153131088
